STATECODE,Classification,Description,HDv1
DE,SFD_EXTORN,Extensive ornamentation and LPS,457.236991
DE,SFD_EXTORN,Large signs,420.810706
DE,SFD_EXTORN,Large signs and LPS,496.216678
DE,SFD_EXTORN,Lightning protection,428.874838
DE,SFD_FOUNDSYS,Bolted,406.388499
DE,SFD_FOUNDSYS,Engineered,420.817269
DE,SFD_FOUNDSYS,Unbolted,419.059575
DE,SFD_GARAGING,Attached garage,347.779213
DE,SFD_GARAGING,Detached garage,415.919548
DE,SFD_GARAGING,No garage,387.90479
DE,SFD_MECHGROUND,Generally unprotected,479.862872
DE,SFD_MECHGROUND,Generally protected,443.219539
DE,SFD_RESISTOPEN,Pressure small missile rated,463.63192
DE,SFD_RESISTOPEN,Pressure medium missile rated,451.653509
DE,SFD_RESISTOPEN,All openings pressure small missile rated,407.524311
DE,SFD_RESISTOPEN,All openings pressure medium missile rated,423.031142
DE,SFD_RESISTOPEN,All openings pressure large missile rated,478.253773
DE,SFD_ROOFAGE,0 to 5 years,256.951052
DE,SFD_ROOFAGE,6 to 10 years,242.697691
DE,SFD_ROOFAGE,11 years or more,227.145107
DE,SFD_ROOFANCH,Clips,254.475152
DE,SFD_ROOFANCH,Double wraps,228.057296
DE,SFD_ROOFANCH,Single wraps,241.702954
DE,SFD_ROOFANCH,Structural,243.458528
DE,SFD_ROOFANCH,Toenailing no anchorage,251.901193
DE,SFD_ROOFEQUIP,No equipment present,560.039306
DE,SFD_ROOFEQUIP,Roof mounted photovoltaic array,526.347256
DE,SFD_ROOFEQUIP,Roof mounted impact resistant array,604.449929
DE,SFD_ROOFEQUIP,Roof mounted mechanically attached array,525.336719
DE,SFD_ROOFGEOM,Complex roof,413.07621
DE,SFD_ROOFGEOM,Flat roof no parapets,367.67449
DE,SFD_ROOFGEOM,Flat roof parapets,402.251809
DE,SFD_ROOFGEOM,Gable roof LE6:12,375.408912
DE,SFD_ROOFGEOM,Braced gable LE6:12,379.004875
DE,SFD_ROOFGEOM,Gable roof GT6:12,356.879543
DE,SFD_ROOFGEOM,Braced gable GT6:12,355.718598
DE,SFD_ROOFGEOM,Hip roof LE6:12,356.07585
DE,SFD_ROOFGEOM,Hip roof GT6:12,384.05026
DE,SFD_ROOFMAINT,Excellent condition,402.288929
DE,SFD_ROOFMAINT,No deterioration or defects,389.00706
DE,SFD_ROOFMAINT,Visible defects,358.204755
DE,SFD_ROOFMAINT,Significant signs of distress,354.251296
DE,SFD_ROOFSYS,Built up or single ply,604.632409
DE,SFD_ROOFSYS,Built up with gutters,538.686569
DE,SFD_ROOFSYS,Built up without gutters,576.116642
DE,SFD_ROOFSYS,Built up unknown gutters,577.246528
DE,SFD_ROOFSYS,High wind shingle,620.586771
DE,SFD_ROOFSYS,High wind shingle plus SWR,530.081289
DE,SFD_ROOFSYS,Normal shingle,593.607183
DE,SFD_ROOFSYS,Normal shingle plus SWR,535.86634
DE,SFD_ROOFSYS,Metal concealed fasteners,545.478252
DE,SFD_ROOFSYS,Metal exposed fasteners,508.877262
DE,SFD_ROOFSYS,Metal unknown fasteners,621.181769
DE,SFD_ROOFSYS,Wood shakes,557.976328
DE,SFD_ROOFSYS,Concrete roof,621.211668
DE,SFD_ROOFSYS,Hail class 1,530.706063
DE,SFD_ROOFSYS,Hail class 2,521.074096
DE,SFD_ROOFSYS,Hail class 3,536.809749
DE,SFD_ROOFSYS,Hail class 4,585.368263
DE,SFD_ROOFSYS,Rubber roof,573.704652
DE,SFD_ROOFSYS,Green roof,555.522956
DE,SFD_ROOFSYS,Bermuda style roof,590.871647
DE,SFD_ROOFSYS,Concrete tiles,573.358372
DE,SFD_ROOFSYS,Slate tile,573.747687
DE,SFD_ROOFSYS,Fabric membrane,575.144755
DE,SFD_ROOFSYS,Solar tile,533.66757
DE,SFD_TODMGPROVISION,Cosmetic damage Fully covered,475.832374
DE,SFD_TODMGPROVISION,Cosmetic damage Mostly covered,464.555413
DE,SFD_TODMGPROVISION,Cosmetic damage Default,495.342373
DE,SFD_TODMGPROVISION,Cosmetic damage Rarely covered,496.129611
DE,SFD_TODMGPROVISION,Cosmetic damage Excluded,476.589309
DE,SFD_TOFLASHING,Compliant with ES1,428.617574
DE,SFD_TOFLASHING,Not compliant with ES1,452.503305
DE,SFD_TREEDENSITY,High tree risk high shielding,574.28537
DE,SFD_TREEDENSITY,Some trees some shielding,572.978507
DE,SFD_TREEDENSITY,No trees no shielding,563.315139
FL,COM_Unknown,Unknown,272.331513
FL,COM_ARCHITECT,Attached screen,182.763517
FL,COM_ARCHITECT,Detached screen,186.854351
FL,COM_ARCHITECT,Fences,168.729296
FL,COM_ARCHITECT,None,200.0872
FL,COM_ARCHITECT,Skylights,171.156486
FL,COM_ARCHITECT,Skylights protection,199.008595
FL,COM_CLADRATE,10d high wind nail,170.707417
FL,COM_CLADRATE,6d any nail,174.718313
FL,COM_CLADRATE,8d high wind nail,174.075895
FL,COM_CLADRATE,8d minimum nail,171.032473
FL,COM_CLADRATE,Batten decking,152.618274
FL,COM_CLADRATE,Lumber and groove,176.942269
FL,COM_CLADSYS,Vinyl siding,344.149167
FL,COM_CLADSYS,EIFS,301.167159
FL,COM_CLADSYS,Wood,290.871405
FL,COM_CLADSYS,Metal sheathing,311.069166
FL,COM_CLADSYS,Impact rated glazing,307.600402
FL,COM_CLADSYS,Stucco,343.430083
FL,COM_CLADSYS,Brick veneer,350.420904
FL,COM_CLADSYS,Concrete block,298.44973
FL,COM_CONSTQUALI,Signs of distress,233.892475
FL,COM_CONSTQUALI,WH Roof existing,224.5029
FL,COM_CONSTQUALI,Wind Roof existing,236.667048
FL,COM_CONSTQUALI,Wind Gold existing,241.331121
FL,COM_CONSTQUALI,Wind Silver existing,230.074395
FL,COM_CONSTQUALI,WH Gold existing,224.238201
FL,COM_CONSTQUALI,WH Silver existing,250.410935
FL,COM_EXTORN,Extensive ornamentation,179.935453
FL,COM_EXTORN,Extensive ornamentation and LPS,200.952857
FL,COM_EXTORN,Large signs,202.149517
FL,COM_EXTORN,Large signs and LPS,178.198131
FL,COM_EXTORN,Lightning protection,191.971354
FL,COM_FOUNDSYS,Bolted,272.837032
FL,COM_FOUNDSYS,Engineered,305.893151
FL,COM_FOUNDSYS,Unbolted,288.525941
FL,COM_GARAGING,Attached garage,244.673482
FL,COM_GARAGING,Detached garage,252.427423
FL,COM_GARAGING,No garage,241.558197
FL,COM_MECHGROUND,Generally unprotected,137.03204
FL,COM_MECHGROUND,Generally protected,149.336781
FL,COM_RESISTOPEN,Pressure small missile rated,227.832561
FL,COM_RESISTOPEN,Pressure medium missile rated,232.765396
FL,COM_RESISTOPEN,All openings pressure small missile rated,211.690702
FL,COM_RESISTOPEN,All openings pressure medium missile rated,237.752627
FL,COM_RESISTOPEN,All openings pressure large missile rated,224.941026
FL,COM_ROOFAGE,0 to 5 years,402.905318
FL,COM_ROOFAGE,6 to 10 years,382.053474
FL,COM_ROOFAGE,11 years or more,384.81622
FL,COM_ROOFANCH,Clips,124.379253
FL,COM_ROOFANCH,Double wraps,142.174067
FL,COM_ROOFANCH,Single wraps,141.142057
FL,COM_ROOFANCH,Structural,138.050947
FL,COM_ROOFANCH,Toenailing no anchorage,126.427404
FL,COM_ROOFEQUIP,No equipment present,181.355457
FL,COM_ROOFEQUIP,Roof mounted photovoltaic array,182.357802
FL,COM_ROOFEQUIP,Roof mounted impact resistant array,171.393971
FL,COM_ROOFEQUIP,Roof mounted mechanically attached array,191.122225
FL,COM_ROOFGEOM,Complex roof,252.255443
FL,COM_ROOFGEOM,Flat roof no parapets,258.518968
FL,COM_ROOFGEOM,Flat roof parapets,262.872085
FL,COM_ROOFGEOM,Gable roof LE6:12,249.864574
FL,COM_ROOFGEOM,Braced gable LE6:12,230.883073
FL,COM_ROOFGEOM,Gable roof GT6:12,228.380175
FL,COM_ROOFGEOM,Braced gable GT6:12,259.822509
FL,COM_ROOFGEOM,Hip roof LE6:12,219.006213
FL,COM_ROOFGEOM,Hip roof GT6:12,258.961336
FL,COM_ROOFMAINT,Excellent condition,129.54323
FL,COM_ROOFMAINT,No deterioration or defects,142.557548
FL,COM_ROOFMAINT,Visible defects,122.432477
FL,COM_ROOFMAINT,Significant signs of distress,128.055674
FL,COM_ROOFSYS,Built up or single ply,229.662851
FL,COM_ROOFSYS,Built up with gutters,255.679344
FL,COM_ROOFSYS,Built up without gutters,250.032209
FL,COM_ROOFSYS,Built up unknown gutters,245.563753
FL,COM_ROOFSYS,High wind shingle,262.330232
FL,COM_ROOFSYS,High wind shingle plus SWR,269.802791
FL,COM_ROOFSYS,Normal shingle,247.725254
FL,COM_ROOFSYS,Normal shingle plus SWR,257.026559
FL,COM_ROOFSYS,Metal concealed fasteners,231.201854
FL,COM_ROOFSYS,Metal exposed fasteners,239.800524
FL,COM_ROOFSYS,Metal unknown fasteners,224.732544
FL,COM_ROOFSYS,Wood shakes,229.802763
FL,COM_ROOFSYS,Concrete roof,227.171015
FL,COM_ROOFSYS,Hail class 1,236.105009
FL,COM_ROOFSYS,Hail class 2,241.404964
FL,COM_ROOFSYS,Hail class 3,253.590598
FL,COM_ROOFSYS,Hail class 4,257.191573
FL,COM_ROOFSYS,Rubber roof,238.37067
FL,COM_ROOFSYS,Green roof,269.940834
FL,COM_ROOFSYS,Bermuda style roof,256.667556
FL,COM_ROOFSYS,Concrete tiles,230.223812
FL,COM_ROOFSYS,Slate tile,240.496731
FL,COM_ROOFSYS,Fabric membrane,237.195093
FL,COM_ROOFSYS,Solar tile,244.887927
FL,COM_TODMGPROVISION,Cosmetic damage Fully covered,287.48471
FL,COM_TODMGPROVISION,Cosmetic damage Mostly covered,297.798407
FL,COM_TODMGPROVISION,Cosmetic damage Default,332.380758
FL,COM_TODMGPROVISION,Cosmetic damage Rarely covered,280.916894
FL,COM_TODMGPROVISION,Cosmetic damage Excluded,311.646633
FL,COM_TOFLASHING,Compliant with ES1,284.898269
FL,COM_TOFLASHING,Not compliant with ES1,307.579329
FL,COM_TREEDENSITY,High tree risk high shielding,173.18881
FL,COM_TREEDENSITY,Some trees some shielding,165.46746
FL,COM_TREEDENSITY,No trees no shielding,155.733787
FL,SFD_Unknown,Unknown,451.989329
FL,SFD_ARCHITECT,Attached screen,457.560189
FL,SFD_ARCHITECT,Detached screen,481.015004
FL,SFD_ARCHITECT,Fences,519.50669
FL,SFD_ARCHITECT,None,444.286805
FL,SFD_ARCHITECT,Skylights,471.137385
FL,SFD_ARCHITECT,Skylights protection,521.618787
FL,SFD_CLADRATE,10d high wind nail,462.836757
FL,SFD_CLADRATE,6d any nail,477.683877
FL,SFD_CLADRATE,8d high wind nail,451.383418
FL,SFD_CLADRATE,8d minimum nail,394.34056
FL,SFD_CLADRATE,Batten decking,434.316885
FL,SFD_CLADRATE,Lumber and groove,456.254459
FL,SFD_CLADSYS,Vinyl siding,526.82521
FL,SFD_CLADSYS,EIFS,517.061626
FL,SFD_CLADSYS,Wood,469.520101
FL,SFD_CLADSYS,Metal sheathing,517.012177
FL,SFD_CLADSYS,Impact rated glazing,509.686449
FL,SFD_CLADSYS,Stucco,460.455186
FL,SFD_CLADSYS,Brick veneer,509.502545
FL,SFD_CLADSYS,Concrete block,535.189737
FL,SFD_CONSTQUALI,Signs of distress,453.748672
FL,SFD_CONSTQUALI,WH Roof existing,445.566454
FL,SFD_CONSTQUALI,Wind Roof existing,437.449335
FL,SFD_CONSTQUALI,Wind Gold existing,421.288176
FL,SFD_CONSTQUALI,Wind Silver existing,397.666671
FL,SFD_CONSTQUALI,WH Gold existing,457.107382
FL,SFD_CONSTQUALI,WH Silver existing,448.219497
FL,SFD_EXTORN,Extensive ornamentation,459.082299
FL,SFD_EXTORN,Extensive ornamentation and LPS,474.950331
FL,SFD_EXTORN,Large signs,518.046876
FL,SFD_EXTORN,Large signs and LPS,465.414593
FL,SFD_EXTORN,Lightning protection,529.087955
FL,SFD_FOUNDSYS,Bolted,437.263594
FL,SFD_FOUNDSYS,Engineered,447.251565
FL,SFD_FOUNDSYS,Unbolted,472.911677
FL,SFD_GARAGING,Attached garage,374.381223
FL,SFD_GARAGING,Detached garage,408.902295
FL,SFD_GARAGING,No garage,373.950438
FL,SFD_MECHGROUND,Generally unprotected,481.6685
FL,SFD_MECHGROUND,Generally protected,474.557442
FL,SFD_RESISTOPEN,Pressure small missile rated,442.056449
FL,SFD_RESISTOPEN,Pressure medium missile rated,476.049261
FL,SFD_RESISTOPEN,All openings pressure small missile rated,494.437981
FL,SFD_RESISTOPEN,All openings pressure medium missile rated,422.146935
FL,SFD_RESISTOPEN,All openings pressure large missile rated,509.424575
FL,SFD_ROOFAGE,0 to 5 years,245.816635
FL,SFD_ROOFAGE,6 to 10 years,253.635406
FL,SFD_ROOFAGE,11 years or more,281.275163
FL,SFD_ROOFANCH,Clips,286.240789
FL,SFD_ROOFANCH,Double wraps,289.673038
FL,SFD_ROOFANCH,Single wraps,268.762781
FL,SFD_ROOFANCH,Structural,278.286379
FL,SFD_ROOFANCH,Toenailing no anchorage,260.817886
FL,SFD_ROOFEQUIP,No equipment present,672.247574
FL,SFD_ROOFEQUIP,Roof mounted photovoltaic array,586.160994
FL,SFD_ROOFEQUIP,Roof mounted impact resistant array,558.615082
FL,SFD_ROOFEQUIP,Roof mounted mechanically attached array,675.294146
FL,SFD_ROOFGEOM,Complex roof,446.114563
FL,SFD_ROOFGEOM,Flat roof no parapets,396.022845
FL,SFD_ROOFGEOM,Flat roof parapets,473.391459
FL,SFD_ROOFGEOM,Gable roof LE6:12,469.002526
FL,SFD_ROOFGEOM,Braced gable LE6:12,464.64129
FL,SFD_ROOFGEOM,Gable roof GT6:12,426.230399
FL,SFD_ROOFGEOM,Braced gable GT6:12,457.100556
FL,SFD_ROOFGEOM,Hip roof LE6:12,415.456612
FL,SFD_ROOFGEOM,Hip roof GT6:12,414.551842
FL,SFD_ROOFMAINT,Excellent condition,464.745628
FL,SFD_ROOFMAINT,No deterioration or defects,421.804095
FL,SFD_ROOFMAINT,Visible defects,445.708538
FL,SFD_ROOFMAINT,Significant signs of distress,408.977777
FL,SFD_ROOFSYS,Built up or single ply,638.621682
FL,SFD_ROOFSYS,Built up with gutters,604.005548
FL,SFD_ROOFSYS,Built up without gutters,568.809489
FL,SFD_ROOFSYS,Built up unknown gutters,684.053382
FL,SFD_ROOFSYS,High wind shingle,647.378961
FL,SFD_ROOFSYS,High wind shingle plus SWR,669.108927
FL,SFD_ROOFSYS,Normal shingle,619.135009
FL,SFD_ROOFSYS,Normal shingle plus SWR,577.24933
FL,SFD_ROOFSYS,Metal concealed fasteners,646.412558
FL,SFD_ROOFSYS,Metal exposed fasteners,564.012552
FL,SFD_ROOFSYS,Metal unknown fasteners,581.857744
FL,SFD_ROOFSYS,Wood shakes,673.305828
FL,SFD_ROOFSYS,Concrete roof,580.634759
FL,SFD_ROOFSYS,Hail class 1,593.797345
FL,SFD_ROOFSYS,Hail class 2,591.973404
FL,SFD_ROOFSYS,Hail class 3,600.438708
FL,SFD_ROOFSYS,Hail class 4,589.131099
FL,SFD_ROOFSYS,Rubber roof,565.335009
FL,SFD_ROOFSYS,Green roof,674.206858
FL,SFD_ROOFSYS,Bermuda style roof,681.239732
FL,SFD_ROOFSYS,Concrete tiles,679.174723
FL,SFD_ROOFSYS,Slate tile,618.087401
FL,SFD_ROOFSYS,Fabric membrane,616.136415
FL,SFD_ROOFSYS,Solar tile,567.783164
FL,SFD_TODMGPROVISION,Cosmetic damage Fully covered,532.972443
FL,SFD_TODMGPROVISION,Cosmetic damage Mostly covered,481.066085
FL,SFD_TODMGPROVISION,Cosmetic damage Default,494.124312
FL,SFD_TODMGPROVISION,Cosmetic damage Rarely covered,496.525591
FL,SFD_TODMGPROVISION,Cosmetic damage Excluded,461.235763
FL,SFD_TOFLASHING,Compliant with ES1,445.051356
FL,SFD_TOFLASHING,Not compliant with ES1,493.665029
FL,SFD_TREEDENSITY,High tree risk high shielding,551.233862
FL,SFD_TREEDENSITY,Some trees some shielding,629.807176
FL,SFD_TREEDENSITY,No trees no shielding,547.840586
GA,COM_Unknown,Unknown,647.962836
GA,COM_ARCHITECT,Attached screen,446.769958
GA,COM_ARCHITECT,Detached screen,451.807905
GA,COM_ARCHITECT,Fences,506.945983
GA,COM_ARCHITECT,None,482.682745
GA,COM_ARCHITECT,Skylights,505.145352
GA,COM_ARCHITECT,Skylights protection,469.313392
GA,COM_CLADRATE,10d high wind nail,378.265295
GA,COM_CLADRATE,6d any nail,414.8842
GA,COM_CLADRATE,8d high wind nail,423.122661
GA,COM_CLADRATE,8d minimum nail,379.978507
GA,COM_CLADRATE,Batten decking,410.642682
GA,COM_CLADRATE,Lumber and groove,418.972321
GA,COM_CLADSYS,Vinyl siding,722.677543
GA,COM_CLADSYS,EIFS,755.803392
GA,COM_CLADSYS,Wood,674.669087
GA,COM_CLADSYS,Metal sheathing,729.350332
GA,COM_CLADSYS,Impact rated glazing,769.412019
GA,COM_CLADSYS,Stucco,765.21657
GA,COM_CLADSYS,Brick veneer,796.469334
GA,COM_CLADSYS,Concrete block,691.577124
GA,COM_CONSTQUALI,Signs of distress,522.264863
GA,COM_CONSTQUALI,WH Roof existing,565.059533
GA,COM_CONSTQUALI,Wind Roof existing,577.079786
GA,COM_CONSTQUALI,Wind Gold existing,558.553294
GA,COM_CONSTQUALI,Wind Silver existing,540.917147
GA,COM_CONSTQUALI,WH Gold existing,577.457735
GA,COM_CONSTQUALI,WH Silver existing,552.490018
GA,COM_EXTORN,Extensive ornamentation,436.429865
GA,COM_EXTORN,Extensive ornamentation and LPS,403.399632
GA,COM_EXTORN,Large signs,419.123423
GA,COM_EXTORN,Large signs and LPS,445.234498
GA,COM_EXTORN,Lightning protection,398.340202
GA,COM_FOUNDSYS,Bolted,664.090056
GA,COM_FOUNDSYS,Engineered,674.508384
GA,COM_FOUNDSYS,Unbolted,682.251452
GA,COM_GARAGING,Attached garage,629.291151
GA,COM_GARAGING,Detached garage,745.282902
GA,COM_GARAGING,No garage,743.160224
GA,COM_MECHGROUND,Generally unprotected,347.383252
GA,COM_MECHGROUND,Generally protected,314.088816
GA,COM_RESISTOPEN,Pressure small missile rated,600.048833
GA,COM_RESISTOPEN,Pressure medium missile rated,516.735596
GA,COM_RESISTOPEN,All openings pressure small missile rated,506.125488
GA,COM_RESISTOPEN,All openings pressure medium missile rated,560.669505
GA,COM_RESISTOPEN,All openings pressure large missile rated,538.444752
GA,COM_ROOFAGE,0 to 5 years,881.14583
GA,COM_ROOFAGE,6 to 10 years,936.90503
GA,COM_ROOFAGE,11 years or more,944.848943
GA,COM_ROOFANCH,Clips,329.340077
GA,COM_ROOFANCH,Double wraps,314.604306
GA,COM_ROOFANCH,Single wraps,287.545198
GA,COM_ROOFANCH,Structural,285.742922
GA,COM_ROOFANCH,Toenailing no anchorage,298.333289
GA,COM_ROOFEQUIP,No equipment present,464.20179
GA,COM_ROOFEQUIP,Roof mounted photovoltaic array,476.212881
GA,COM_ROOFEQUIP,Roof mounted impact resistant array,491.67745
GA,COM_ROOFEQUIP,Roof mounted mechanically attached array,447.00144
GA,COM_ROOFGEOM,Complex roof,570.797428
GA,COM_ROOFGEOM,Flat roof no parapets,545.620326
GA,COM_ROOFGEOM,Flat roof parapets,552.15833
GA,COM_ROOFGEOM,Gable roof LE6:12,591.610045
GA,COM_ROOFGEOM,Braced gable LE6:12,598.913022
GA,COM_ROOFGEOM,Gable roof GT6:12,580.971536
GA,COM_ROOFGEOM,Braced gable GT6:12,616.170404
GA,COM_ROOFGEOM,Hip roof LE6:12,562.38655
GA,COM_ROOFGEOM,Hip roof GT6:12,539.038853
GA,COM_ROOFMAINT,Excellent condition,300.799906
GA,COM_ROOFMAINT,No deterioration or defects,292.672218
GA,COM_ROOFMAINT,Visible defects,334.43593
GA,COM_ROOFMAINT,Significant signs of distress,306.14881
GA,COM_ROOFSYS,Built up or single ply,645.449984
GA,COM_ROOFSYS,Built up with gutters,578.016813
GA,COM_ROOFSYS,Built up without gutters,534.557267
GA,COM_ROOFSYS,Built up unknown gutters,649.872938
GA,COM_ROOFSYS,High wind shingle,578.371885
GA,COM_ROOFSYS,High wind shingle plus SWR,650.50651
GA,COM_ROOFSYS,Normal shingle,550.159229
GA,COM_ROOFSYS,Normal shingle plus SWR,600.27075
GA,COM_ROOFSYS,Metal concealed fasteners,627.797835
GA,COM_ROOFSYS,Metal exposed fasteners,556.596266
GA,COM_ROOFSYS,Metal unknown fasteners,617.877348
GA,COM_ROOFSYS,Wood shakes,600.684579
GA,COM_ROOFSYS,Concrete roof,534.803222
GA,COM_ROOFSYS,Hail class 1,564.072587
GA,COM_ROOFSYS,Hail class 2,589.452039
GA,COM_ROOFSYS,Hail class 3,643.509802
GA,COM_ROOFSYS,Hail class 4,651.624045
GA,COM_ROOFSYS,Rubber roof,558.50312
GA,COM_ROOFSYS,Green roof,598.251214
GA,COM_ROOFSYS,Bermuda style roof,610.133498
GA,COM_ROOFSYS,Concrete tiles,640.455838
GA,COM_ROOFSYS,Slate tile,620.441402
GA,COM_ROOFSYS,Fabric membrane,605.902356
GA,COM_ROOFSYS,Solar tile,560.209447
GA,COM_TODMGPROVISION,Cosmetic damage Fully covered,748.49929
GA,COM_TODMGPROVISION,Cosmetic damage Mostly covered,679.284699
GA,COM_TODMGPROVISION,Cosmetic damage Default,667.264496
GA,COM_TODMGPROVISION,Cosmetic damage Rarely covered,728.008735
GA,COM_TODMGPROVISION,Cosmetic damage Excluded,739.03784
GA,COM_TOFLASHING,Compliant with ES1,722.820614
GA,COM_TOFLASHING,Not compliant with ES1,697.403495
GA,COM_TREEDENSITY,High tree risk high shielding,344.252375
GA,COM_TREEDENSITY,Some trees some shielding,409.407069
GA,COM_TREEDENSITY,No trees no shielding,351.013876
GA,SFD_Unknown,Unknown,445.522774
GA,SFD_ARCHITECT,Attached screen,521.525931
GA,SFD_ARCHITECT,Detached screen,493.334866
GA,SFD_ARCHITECT,Fences,517.878546
GA,SFD_ARCHITECT,None,543.333885
GA,SFD_ARCHITECT,Skylights,492.865316
GA,SFD_ARCHITECT,Skylights protection,497.697598
GA,SFD_CLADRATE,10d high wind nail,447.071062
GA,SFD_CLADRATE,6d any nail,412.485835
GA,SFD_CLADRATE,8d high wind nail,478.409967
GA,SFD_CLADRATE,8d minimum nail,442.607332
GA,SFD_CLADRATE,Batten decking,469.858933
GA,SFD_CLADRATE,Lumber and groove,473.900568
GA,SFD_CLADSYS,Vinyl siding,430.614131
GA,SFD_CLADSYS,EIFS,500.102899
GA,SFD_CLADSYS,Wood,435.720374
GA,SFD_CLADSYS,Metal sheathing,479.940685
GA,SFD_CLADSYS,Impact rated glazing,440.89414
GA,SFD_CLADSYS,Stucco,493.651116
GA,SFD_CLADSYS,Brick veneer,434.541023
GA,SFD_CLADSYS,Concrete block,505.309982
GA,SFD_CONSTQUALI,Signs of distress,384.597564
GA,SFD_CONSTQUALI,WH Roof existing,377.798627
GA,SFD_CONSTQUALI,Wind Roof existing,369.499676
GA,SFD_CONSTQUALI,Wind Gold existing,366.030958
GA,SFD_CONSTQUALI,Wind Silver existing,432.354739
GA,SFD_CONSTQUALI,WH Gold existing,386.027233
GA,SFD_CONSTQUALI,WH Silver existing,369.290114
GA,SFD_EXTORN,Extensive ornamentation,524.642531
GA,SFD_EXTORN,Extensive ornamentation and LPS,547.775367
GA,SFD_EXTORN,Large signs,499.862222
GA,SFD_EXTORN,Large signs and LPS,478.648635
GA,SFD_EXTORN,Lightning protection,544.614701
GA,SFD_FOUNDSYS,Bolted,519.085461
GA,SFD_FOUNDSYS,Engineered,487.574156
GA,SFD_FOUNDSYS,Unbolted,449.664874
GA,SFD_GARAGING,Attached garage,432.832883
GA,SFD_GARAGING,Detached garage,410.656116
GA,SFD_GARAGING,No garage,446.43484
GA,SFD_MECHGROUND,Generally unprotected,435.570159
GA,SFD_MECHGROUND,Generally protected,457.40668
GA,SFD_RESISTOPEN,Pressure small missile rated,421.113269
GA,SFD_RESISTOPEN,Pressure medium missile rated,427.168068
GA,SFD_RESISTOPEN,All openings pressure small missile rated,456.892468
GA,SFD_RESISTOPEN,All openings pressure medium missile rated,422.351352
GA,SFD_RESISTOPEN,All openings pressure large missile rated,420.418631
GA,SFD_ROOFAGE,0 to 5 years,260.653659
GA,SFD_ROOFAGE,6 to 10 years,271.887336
GA,SFD_ROOFAGE,11 years or more,258.427783
GA,SFD_ROOFANCH,Clips,275.468286
GA,SFD_ROOFANCH,Double wraps,244.877864
GA,SFD_ROOFANCH,Single wraps,280.256949
GA,SFD_ROOFANCH,Structural,252.809973
GA,SFD_ROOFANCH,Toenailing no anchorage,248.27774
GA,SFD_ROOFEQUIP,No equipment present,641.187554
GA,SFD_ROOFEQUIP,Roof mounted photovoltaic array,576.291698
GA,SFD_ROOFEQUIP,Roof mounted impact resistant array,657.297946
GA,SFD_ROOFEQUIP,Roof mounted mechanically attached array,563.42479
GA,SFD_ROOFGEOM,Complex roof,434.037363
GA,SFD_ROOFGEOM,Flat roof no parapets,402.791497
GA,SFD_ROOFGEOM,Flat roof parapets,440.902747
GA,SFD_ROOFGEOM,Gable roof LE6:12,443.885872
